 Two-body FMO properties.
 ========================

 DL: D=C dynamically correlated (MP2,CI), D=N not dynamically correlated
 (RHF,DFT). D=S separated dimer: semiclassical interaction (ES), D=M MCSCF.
 L stands for layer, Z is the monomer charge product, R is the interfragment
   23   19 S1  0   3.24  0.0000    -0.215    0.000    -0.028    -0.215    0.000    0.000    0.000    0.187
   23   20 S1  0   2.05  0.0000    -3.371    0.000    -2.487    -3.371    0.000    0.000    0.000    0.883
   23   21 N1  0   1.26  0.0000     6.364    0.000     4.789     6.740    0.021   -0.000   -0.396   -1.576
   23   22 N1  0   0.00  0.0000  -387.500    6.554  -381.490   -15.074 -359.416   -3.758   -2.698   -0.544
   24    1 S1  0   2.27  0.0000     3.119    0.000     2.356     3.119    0.000    0.000    0.000   -0.763
   24    2 S1  0   2.64  0.0000    -0.329    0.000    -0.535    -0.329    0.000    0.000    0.000   -0.206
   24    3 N1  0   1.16  0.0000     0.102    0.001     0.191     0.985    0.007    0.001   -0.890    0.088
   24    4 S1  0   2.33  0.0000    -0.893    0.000    -1.076    -0.893    0.000    0.000    0.000   -0.183
   24    5 S1  0   2.31  0.0000    -0.295    0.000    -0.198    -0.295    0.000    0.000    0.000    0.097
   24    6 S1  0   3.30  0.0000    -0.298    0.000    -0.427    -0.298    0.000    0.000    0.000   -0.129
   24    7 S1  0   3.38  0.0000     0.786    0.000     0.357     0.786    0.000    0.000    0.000   -0.429
   24    8 S1  0   2.05  0.0000    -3.716    0.000    -2.733    -3.716    0.000    0.000    0.000    0.983
   24    9 N1  0   0.93  0.0000     1.247   -0.002     1.175     3.239   -0.132   -0.001   -1.860   -0.070
   24   10 N1  0   0.76  0.0000   -15.004    0.052   -14.852   -13.348    0.462   -0.264   -1.802    0.100
   24   11 N1  0   0.98  0.0000    -1.369   -0.000    -1.051     1.341   -0.057   -0.002   -2.651    0.318
   24   12 N1  0   1.77  0.0000    -0.908    0.000    -0.911    -0.781   -0.000   -0.000   -0.127   -0.004
   24   13 S1  0   2.09  0.0000    -0.741    0.000    -0.647    -0.741    0.000    0.000    0.000    0.093
   24   14 S1  0   2.81  0.0000     0.317    0.000     0.174     0.317    0.000    0.000    0.000   -0.143
   24   15 S1  0   3.97  0.0000    -0.305    0.000    -0.278    -0.305    0.000    0.000    0.000    0.027
   24   16 S1  0   4.50  0.0000     0.094    0.000     0.109     0.094    0.000    0.000    0.000    0.015
   24   17 S1  0   5.75  0.0000     0.107    0.000     0.082     0.107    0.000    0.000    0.000   -0.025
   24   18 S1  0   5.32  0.0000    -0.221    0.000    -0.196    -0.221    0.000    0.000    0.000    0.024
   24   19 S1  0   4.46  0.0000     0.071    0.000     0.106     0.071    0.000    0.000    0.000    0.035
   24   20 S1  0   3.30  0.0000    -2.167    0.000    -1.565    -2.167    0.000    0.000    0.000    0.603
   24   21 S1  0   2.34  0.0000    -0.168    0.000     0.012    -0.168    0.000    0.000    0.000    0.180
   24   22 N1  0   1.26  0.0000    -1.252    0.000    -1.316    -0.801    0.021   -0.000   -0.471   -0.064
   24   23 N1  0   0.00  0.0000  -395.931    5.411  -391.652   -17.914 -364.535   -3.956   -4.115   -1.131
   25    1 S1 -1   3.65  0.0000   -19.572    0.000   -14.953   -19.572    0.000    0.000    0.000    4.619
   25    2 S1  0   3.91  0.0000     0.802    0.000     2.619     0.802    0.000    0.000    0.000    1.816
   25    3 S1  0   2.48  0.0000    -2.611    0.000    -3.940    -2.611    0.000    0.000    0.000   -1.330
   25    4 S1  0   3.24  0.0000     2.253    0.000     4.388     2.253    0.000    0.000    0.000    2.135
   25    5 S1  0   2.15  0.0000    -0.995    0.000    -0.985    -0.995    0.000    0.000    0.000    0.010
   25    6 S1  0   3.11  0.0000     3.088    0.000     4.814     3.088    0.000    0.000    0.000    1.727
   25    7 S1 -1   3.56  0.0000   -22.996    0.000   -11.694   -22.996    0.000    0.000    0.000   11.301
   25    8 S1 -1   2.49  0.0000   -34.087    0.000   -21.042   -34.087    0.000    0.000    0.000   13.045
   25    9 N1  0   0.98  0.0000    -8.568   -0.000    -8.521    -7.831    0.075   -0.060   -0.752    0.047
   25   10 N1  0   1.34  0.0000     6.837    0.000     7.675     7.046    0.001   -0.000   -0.211    0.838
   25   11 N1  0   1.83  0.0000    -0.623    0.000    -3.194    -0.556    0.000   -0.000   -0.067   -2.571
   25   12 S1  0   2.44  0.0000     3.234    0.000     1.760     3.234    0.000    0.000    0.000   -1.474
   25   13 S1  0   2.76  0.0000    -0.298    0.000    -0.652    -0.298    0.000    0.000    0.000   -0.353
   25   14 S1 -1   3.53  0.0000   -13.162    0.000    -6.983   -13.162    0.000    0.000    0.000    6.179
   25   15 S1  0   4.73  0.0000     0.082    0.000     0.360     0.082    0.000    0.000    0.000    0.279
   25   16 S1  0   5.15  0.0000     0.898    0.000     1.828     0.898    0.000    0.000    0.000    0.929
   25   17 S1  0   6.41  0.0000     0.082    0.000    -0.079     0.082    0.000    0.000    0.000   -0.162
   25   18 S1  0   5.98  0.0000    -1.052    0.000    -1.770    -1.052    0.000    0.000    0.000   -0.718
   25   19 S1  0   5.10  0.0000    -0.069    0.000     1.062    -0.069    0.000    0.000    0.000    1.131
   25   20 S1 -1   4.13  0.0000   -20.269    0.000   -13.268   -20.269    0.000    0.000    0.000    7.001
   25   21 S1  1   3.27  0.0000    21.394    0.000    15.233    21.394    0.000    0.000    0.000   -6.161
   25   22 S1  0   2.19  0.0000    -2.315    0.000    -2.357    -2.315    0.000    0.000    0.000   -0.042
   25   23 N1  0   1.24  0.0000    -6.639    0.000    -6.549    -4.884    0.001   -0.001   -1.754    0.090
   25   24 N1  0   0.00  0.0000  -387.848    1.616  -388.390   -14.081 -366.011   -2.359   -3.781   -2.158
   26    1 S1  0   4.34  0.0000     0.451    0.000     0.547     0.451    0.000    0.000    0.000    0.096
   26    2 S1  0   4.02  0.0000    -0.090    0.000    -0.134    -0.090    0.000    0.000    0.000   -0.044
   26    3 S1  0   3.23  0.0000     0.117    0.000     0.178     0.117    0.000    0.000    0.000    0.061
   26    4 S1  0   3.21  0.0000    -0.206    0.000    -0.296    -0.206    0.000    0.000    0.000   -0.090
   26    5 S1  0   2.44  0.0000     0.152    0.000     0.098     0.152    0.000    0.000    0.000   -0.054
   26    6 S1  0   3.53  0.0000    -0.079    0.000    -0.147    -0.079    0.000    0.000    0.000   -0.068
   26    7 S1  0   4.27  0.0000    -0.838    0.000    -0.332    -0.838    0.000    0.000    0.000    0.506
   26    8 S1  0   3.17  0.0000    -2.314    0.000    -1.445    -2.314    0.000    0.000    0.000    0.869
   26    9 N1  0   1.95  0.0000    -0.082   -0.000    -0.047     0.009   -0.000    0.000   -0.091    0.035
   26   10 S1  0   2.42  0.0000     0.048    0.000     0.067     0.048    0.000    0.000    0.000    0.020
   26   11 S1  0   3.10  0.0000    -0.123    0.000    -0.219    -0.123    0.000    0.000    0.000   -0.096
   26   12 S1  0   3.65  0.0000     0.305    0.000     0.211     0.305    0.000    0.000    0.000   -0.093
   26   13 S1  0   3.73  0.0000    -0.214    0.000    -0.215    -0.214    0.000    0.000    0.000   -0.000
   26   14 S1  0   4.56  0.0000    -0.379    0.000    -0.053    -0.379    0.000    0.000    0.000    0.326
   26   15 S1  0   5.32  0.0000    -0.065    0.000    -0.046    -0.065    0.000    0.000    0.000    0.019
   26   16 S1  0   5.89  0.0000     0.111    0.000     0.151     0.111    0.000    0.000    0.000    0.040
   26   17 S1  0   7.10  0.0000     0.036    0.000     0.026     0.036    0.000    0.000    0.000   -0.010
   26   18 S1  0   6.75  0.0000    -0.135    0.000    -0.147    -0.135    0.000    0.000    0.000   -0.012
   26   19 S1  0   6.06  0.0000     0.024    0.000     0.082     0.024    0.000    0.000    0.000    0.059
   26   20 S1  0   4.90  0.0000    -1.574    0.000    -0.962    -1.574    0.000    0.000    0.000    0.613
   26   21 S1  0   4.17  0.0000     1.178    0.000     0.760     1.178    0.000    0.000    0.000   -0.418
   26   22 S1  0   2.95  0.0000    -0.390    0.000    -0.366    -0.390    0.000    0.000    0.000    0.024
   26   23 N1  0   1.52  0.0000    -1.293   -0.000    -1.336    -1.171   -0.000   -0.000   -0.122   -0.043
   26   24 N1  0   1.26  0.0000     2.211    0.000     2.135     2.666    0.020   -0.000   -0.474   -0.077
   26   25 N1  0   0.00  0.0000  -387.223    5.061  -383.255    -9.025 -360.830   -8.820   -3.487   -1.093
   27    1 S1  0   4.99  0.0000    -1.144    0.000    -0.412    -1.144    0.000    0.000    0.000    0.731
   27    2 S1  0   4.80  0.0000     0.223    0.000     0.243     0.223    0.000    0.000    0.000    0.020
   27    3 S1  0   3.89  0.0000    -0.143    0.000    -0.134    -0.143    0.000    0.000    0.000    0.009
   27    4 S1  0   3.97  0.0000     0.288    0.000     0.264     0.288    0.000    0.000    0.000   -0.024
   27    5 S1  0   3.03  0.0000     0.227    0.000     0.246     0.227    0.000    0.000    0.000    0.019
   27    6 S1  0   4.02  0.0000    -0.194    0.000    -0.269    -0.194    0.000    0.000    0.000   -0.075
   27    7 S1  0   4.91  0.0000     0.227    0.000     0.609     0.227    0.000    0.000    0.000    0.382
   27    8 S1  0   4.01  0.0000     2.041    0.000     2.102     2.041    0.000    0.000    0.000    0.061
   27    9 S1  0   2.73  0.0000    -0.240    0.000    -0.166    -0.240    0.000    0.000    0.000    0.074
   27   10 S1  0   3.38  0.0000     0.282    0.000     0.201     0.282    0.000    0.000    0.000   -0.081
   27   11 S1  0   4.05  0.0000    -0.243    0.000    -0.249    -0.243    0.000    0.000    0.000   -0.006
   27   12 S1  0   4.59  0.0000     0.029    0.000    -0.020     0.029    0.000    0.000    0.000   -0.049
   27   13 S1  0   4.65  0.0000    -0.002    0.000    -0.007    -0.002    0.000    0.000    0.000   -0.005
   27   14 S1  0   5.46  0.0000    -0.512    0.000     0.044    -0.512    0.000    0.000    0.000    0.556
   27   15 S1  0   6.13  0.0000     0.059    0.000     0.061     0.059    0.000    0.000    0.000    0.002
   27   16 S1  0   6.73  0.0000     0.001    0.000     0.017     0.001    0.000    0.000    0.000    0.016
   27   17 S1  0   7.94  0.0000    -0.019    0.000    -0.017    -0.019    0.000    0.000    0.000    0.002
   27   18 S1  0   7.78  0.0000     0.031    0.000     0.025     0.031    0.000    0.000    0.000   -0.006
   27   19 S1  0   7.11  0.0000     0.021    0.000     0.030     0.021    0.000    0.000    0.000    0.009
   27   20 S1  0   6.04  0.0000    -0.030    0.000     0.444    -0.030    0.000    0.000    0.000    0.474
   27   21 S1  0   5.35  0.0000     0.228    0.000    -0.277     0.228    0.000    0.000    0.000   -0.505
   27   22 S1  0   4.08  0.0000    -0.101    0.000    -0.046    -0.101    0.000    0.000    0.000    0.055
   27   23 S1  0   2.83  0.0000     0.509    0.000     0.576     0.509    0.000    0.000    0.000    0.066
   27   24 S1  0   2.18  0.0000    -0.826    0.000    -0.793    -0.826    0.000    0.000    0.000    0.033
   27   25 N1  0   1.00  0.0000   -17.209    0.035   -18.267   -16.186    0.027   -0.082   -0.932   -1.094
   27   26 N1  0   0.00  0.0000  -393.815    7.624  -388.117   -13.638 -366.572   -2.713   -3.268   -1.926
   28    1 S1  0   6.21  0.0000     0.453    0.000     1.594     0.453    0.000    0.000    0.000    1.140
   28    2 S1  0   6.07  0.0000    -0.043    0.000    -0.128    -0.043    0.000    0.000    0.000   -0.085
   28    3 S1  0   4.91  0.0000     0.080    0.000     0.190     0.080    0.000    0.000    0.000    0.110
   28    4 S1  0   5.01  0.0000    -0.085    0.000    -0.184    -0.085    0.000    0.000    0.000   -0.098
   28    5 S1  0   3.71  0.0000    -0.130    0.000    -0.024    -0.130    0.000    0.000    0.000    0.106
   28    6 S1  0   4.66  0.0000     0.005    0.000    -0.125     0.005    0.000    0.000    0.000   -0.130
   28    7 S1  0   5.42  0.0000     0.905    0.000     1.737     0.905    0.000    0.000    0.000    0.833
   28    8 S1  0   4.19  0.0000     1.812    0.000     2.952     1.812    0.000    0.000    0.000    1.140
   28    9 S1  0   3.50  0.0000     0.157    0.000     0.311     0.157    0.000    0.000    0.000    0.154
   28   10 S1  0   4.05  0.0000    -0.093    0.000    -0.249    -0.093    0.000    0.000    0.000   -0.156
   28   11 S1  0   4.46  0.0000     0.124    0.000     0.256     0.124    0.000    0.000    0.000    0.132
   28   12 S1  0   5.00  0.0000    -0.208    0.000    -0.227    -0.208    0.000    0.000    0.000   -0.019
   28   13 S1  0   4.49  0.0000     0.158    0.000     0.213     0.158    0.000    0.000    0.000    0.054
   28   14 S1  0   5.35  0.0000     0.598    0.000     1.287     0.598    0.000    0.000    0.000    0.689
   28   15 S1  0   5.23  0.0000     0.048    0.000     0.035     0.048    0.000    0.000    0.000   -0.013
   28   16 S1  0   6.12  0.0000    -0.104    0.000    -0.198    -0.104    0.000    0.000    0.000   -0.094
   28   17 S1  0   7.20  0.0000    -0.029    0.000    -0.035    -0.029    0.000    0.000    0.000   -0.006
   28   18 S1  0   7.04  0.0000     0.125    0.000     0.212     0.125    0.000    0.000    0.000    0.087
   28   19 S1  0   6.71  0.0000    -0.026    0.000    -0.105    -0.026    0.000    0.000    0.000   -0.079
   28   20 S1  0   5.37  0.0000     1.618    0.000     2.468     1.618    0.000    0.000    0.000    0.850
   28   21 S1  0   5.07  0.0000    -1.197    0.000    -2.154    -1.197    0.000    0.000    0.000   -0.957
   28   22 S1  0   3.67  0.0000     0.274    0.000     0.374     0.274    0.000    0.000    0.000    0.100
   28   23 S1  0   2.74  0.0000     0.693    0.000     0.899     0.693    0.000    0.000    0.000    0.205
   28   24 S1  0   2.46  0.0000    -1.138    0.000    -1.240    -1.138    0.000    0.000    0.000   -0.102
   28   25 N1  0   0.75  0.0000   -28.108    0.472   -30.971   -25.650    1.027   -1.261   -1.753   -3.335
   28   26 N1  0   1.14  0.0000    -5.387    0.004    -5.385    -4.229   -0.014   -0.002   -1.138   -0.003
   28   27 N1  0   0.00  0.0000  -372.208    4.365  -368.982   -15.934 -349.928    0.272   -2.253   -1.139
   29    1 S1 -1   6.22  0.0000   -14.795    0.000    -9.555   -14.795    0.000    0.000    0.000    5.240
   29    2 S1  0   6.25  0.0000     0.766    0.000     1.986     0.766    0.000    0.000    0.000    1.220
   29    3 S1  0   5.24  0.0000    -1.028    0.000    -1.891    -1.028    0.000    0.000    0.000   -0.863
   29    4 S1  0   5.73  0.0000     1.084    0.000     2.469     1.084    0.000    0.000    0.000    1.385
   29    5 S1  0   4.55  0.0000    -0.551    0.000    -0.396    -0.551    0.000    0.000    0.000    0.155
   29    6 S1  0   5.48  0.0000     1.293    0.000     2.389     1.293    0.000    0.000    0.000    1.096
   29    7 S1 -1   6.00  0.0000   -14.000    0.000    -5.433   -14.000    0.000    0.000    0.000    8.567
   29    8 S1 -1   4.54  0.0000   -18.759    0.000    -9.584   -18.759    0.000    0.000    0.000    9.175
   29    9 S1  0   3.91  0.0000    -1.668    0.000    -1.540    -1.668    0.000    0.000    0.000    0.128
   29   10 S1  0   4.35  0.0000     1.252    0.000     1.624     1.252    0.000    0.000    0.000    0.372
   29   11 S1  0   4.69  0.0000    -0.440    0.000    -1.823    -0.440    0.000    0.000    0.000   -1.383
   29   12 S1  0   5.34  0.0000     1.030    0.000    -0.033     1.030    0.000    0.000    0.000   -1.062
   29   13 S1  0   4.76  0.0000    -0.586    0.000    -0.750    -0.586    0.000    0.000    0.000   -0.163
   29   14 S1 -1   5.62  0.0000   -12.249    0.000    -5.296   -12.249    0.000    0.000    0.000    6.952
   29   15 S1  0   5.49  0.0000    -0.115    0.000     0.147    -0.115    0.000    0.000    0.000    0.262
   29   16 S1  0   6.38  0.0000     0.402    0.000     1.264     0.402    0.000    0.000    0.000    0.862
   29   17 S1  0   7.46  0.0000     0.209    0.000     0.012     0.209    0.000    0.000    0.000   -0.197
   29   18 S1  0   7.49  0.0000    -0.664    0.000    -1.293    -0.664    0.000    0.000    0.000   -0.629
   29   19 S1  0   7.16  0.0000     0.242    0.000     1.097     0.242    0.000    0.000    0.000    0.855
   29   20 S1 -1   5.84  0.0000   -16.130    0.000    -8.639   -16.130    0.000    0.000    0.000    7.491
   29   21 S1  1   5.52  0.0000    14.604    0.000     8.868    14.604    0.000    0.000    0.000   -5.735
   29   22 S1  0   4.11  0.0000    -1.150    0.000    -1.113    -1.150    0.000    0.000    0.000    0.038
   29   23 S1  0   3.16  0.0000    -1.610    0.000    -1.558    -1.610    0.000    0.000    0.000    0.052
   29   24 S1  0   2.91  0.0000     1.137    0.000     1.066     1.137    0.000    0.000    0.000   -0.070
   29   25 N1  1   1.28  0.0000    43.231    0.000    36.210    43.459    0.004   -0.000   -0.231   -7.022
   29   26 N1  0   1.32  0.0000     3.572    0.000     3.019     3.901    0.000   -0.000   -0.329   -0.554
   29   27 N1  0   1.28  0.0000     0.826   -0.000    -1.148     1.262    0.013   -0.000   -0.449   -1.973
   29   28 N1  0   0.00  0.0000  -395.103   -8.232  -408.387   -12.552 -376.575  -11.385   -2.823   -5.052
   30    1 S1 -1   6.66  0.0000   -14.074    0.000    -5.799   -14.074    0.000    0.000    0.000    8.276
   30    2 S1  0   6.77  0.0000     0.778    0.000     1.716     0.778    0.000    0.000    0.000    0.938
   30    3 S1  0   5.83  0.0000    -0.763    0.000    -1.387    -0.763    0.000    0.000    0.000   -0.624
   30    4 S1  0   6.50  0.0000     0.910    0.000     1.925     0.910    0.000    0.000    0.000    1.015
   30    5 S1  0   5.50  0.0000    -0.267    0.000    -0.138    -0.267    0.000    0.000    0.000    0.129
   30    6 S1  0   6.49  0.0000     0.889    0.000     1.668     0.889    0.000    0.000    0.000    0.779
   30    7 S1 -1   7.05  0.0000   -12.833    0.000    -1.897   -12.833    0.000    0.000    0.000   10.936
   30    8 S1 -1   5.47  0.0000   -16.197    0.000    -4.280   -16.197    0.000    0.000    0.000   11.917
   30    9 S1  0   4.83  0.0000    -1.097    0.000    -0.786    -1.097    0.000    0.000    0.000    0.310
